Account,Date,Support Ticket Count,Support Ticket Decline,Jira Ticket Count,Monthly Consumption,Consumption % as per committed transactions,POC NPS,DM NPS,Count of enabled B2C channels,Count of enabled B2B channels,Count of enabled warehouses,Count of enabled stores,Industry,Region,Customer Tenure (months),Last Engagement Score,Opportunity Score
Company_088,2024-11-01,12,2,6,14707.3,25.64,-38,-35,3,5,5,2,E-commerce,Central,21,80.99,Low
Company_089,2024-11-01,11,2,6,13229.09,13.0,15,-6,1,8,5,6,Logistics,South,3,61.05,Low
Company_090,2024-11-01,10,2,7,128487.44,526.55,-87,-32,6,10,4,19,Finance,West,27,11.09,Low
Company_091,2024-11-01,11,3,2,197484.52,172.59,-90,-82,3,9,5,17,Healthcare,West,44,68.26,Low
Company_092,2024-11-01,12,4,4,179531.6,129.37,-45,22,3,5,2,0,Finance,East,7,98.42,Low
Company_093,2024-11-01,7,1,5,92104.3,168.82,-46,-52,1,7,1,19,Retail,South,33,90.56,High
Company_094,2024-11-01,13,0,6,24620.9,37.66,80,-48,6,3,4,10,Retail,Central,9,87.17,Low
Company_095,2024-11-01,12,5,2,49369.11,82.94,98,-28,6,7,4,20,Retail,West,30,30.22,Low
Company_096,2024-11-01,6,0,4,57235.35,46.62,-9,-22,4,5,4,15,Healthcare,Central,18,75.08,Low
Company_097,2024-11-01,11,2,7,164491.31,1317.94,19,-75,7,5,1,11,E-commerce,Central,56,85.11,High
Company_098,2024-11-01,14,8,5,83711.11,60.95,-20,5,0,9,1,4,Healthcare,West,26,67.83,Low
Company_099,2024-11-01,11,3,2,170811.95,367.29,-96,-34,8,9,4,13,Retail,West,20,25.06,Low
Company_100,2024-11-01,12,4,5,27007.34,21.81,-25,-61,3,5,1,12,Retail,East,38,95.38,Low
Company_001,2024-12-01,13,5,8,21506.51,76.11,45,-38,7,8,5,10,Healthcare,South,41,45.08,Low
Company_002,2024-12-01,7,1,3,120228.64,60.75,-35,95,7,10,5,15,E-commerce,North,55,12.98,Low
Company_003,2024-12-01,6,0,6,104040.0,96.27,17,-57,5,2,1,17,E-commerce,South,31,10.98,Medium
Company_004,2024-12-01,13,1,4,76598.08,69.16,25,-53,8,10,0,16,Finance,North,8,64.75,Low
Company_005,2024-12-01,6,2,2,28431.06,26.03,-92,-81,10,0,0,13,Logistics,West,23,43.77,Low
Company_006,2024-12-01,12,1,6,199497.47,333.56,-65,61,3,1,5,4,Retail,Central,50,9.45,Medium
Company_007,2024-12-01,12,4,4,39874.01,22.05,-98,-45,8,7,2,1,E-commerce,South,25,74.04,Low
Company_008,2024-12-01,9,0,8,180729.64,119.39,58,63,10,9,3,15,Retail,Central,47,79.93,High
Company_009,2024-12-01,10,2,1,92754.73,132.74,-96,-99,8,8,3,0,Logistics,South,1,72.54,Low
Company_010,2024-12-01,9,4,3,19282.89,11.8,-96,35,4,8,2,0,Retail,South,46,20.23,Low
Company_011,2024-12-01,12,7,7,155105.6,135.51,28,78,10,6,1,3,E-commerce,Central,18,68.98,Low
Company_012,2024-12-01,14,7,1,187822.32,173.39,-76,34,2,3,1,19,Finance,East,19,1.07,Low
Company_013,2024-12-01,11,3,4,120632.03,64.33,34,-36,5,4,3,2,Healthcare,West,51,30.51,Low
Company_014,2024-12-01,12,1,1,113065.34,73.61,-5,3,7,9,1,7,Healthcare,East,42,39.88,Low
Company_015,2024-12-01,10,6,4,197177.21,174.43,-24,75,1,10,5,1,E-commerce,East,52,83.52,Medium
Company_016,2024-12-01,16,2,3,162977.32,738.22,-77,3,6,6,4,15,E-commerce,South,53,39.04,Medium
Company_017,2024-12-01,7,1,5,134162.51,374.07,-86,63,0,2,0,15,Logistics,West,6,1.13,Low
Company_018,2024-12-01,12,2,5,144097.74,107.87,11,65,5,9,0,16,Retail,South,17,35.23,Low
Company_019,2024-12-01,11,1,4,71504.34,44.24,-90,-42,3,9,3,8,Logistics,North,46,49.89,Low
Company_020,2024-12-01,15,6,3,88633.05,67.05,-89,-81,10,4,4,18,Healthcare,South,45,94.9,Low
Company_021,2024-12-01,12,3,1,197338.23,296.9,68,-92,2,5,0,6,Retail,Central,8,94.1,Low
Company_022,2024-12-01,5,1,2,89144.08,178.88,50,-64,6,1,2,5,Logistics,South,54,18.09,Low
Company_023,2024-12-01,10,3,8,44091.46,51.49,44,-39,9,6,5,17,Healthcare,North,42,18.51,Low
Company_024,2024-12-01,6,3,4,124835.5,74.63,-16,-2,2,1,4,11,Retail,South,9,16.34,Low
Company_025,2024-12-01,10,3,4,31592.37,72.87,-87,-75,6,3,0,10,Finance,North,37,78.89,Low
Company_026,2024-12-01,3,0,3,168645.55,1500.55,54,96,9,9,3,10,Finance,West,55,0.6,High
Company_027,2024-12-01,10,2,4,165416.35,359.92,-93,62,4,7,3,7,Logistics,South,27,12.72,Low
Company_028,2024-12-01,9,0,8,57478.35,35.57,-9,41,6,6,1,18,E-commerce,North,36,53.8,Low
Company_029,2024-12-01,6,0,2,52735.98,38.29,69,-3,1,9,2,7,Retail,West,6,24.76,Low
Company_030,2024-12-01,6,1,6,165251.28,106.61,82,-82,1,4,1,12,Logistics,Central,6,9.24,Low
Company_031,2024-12-01,11,4,5,79374.72,244.46,82,100,10,2,5,12,E-commerce,East,45,35.99,Medium
Company_032,2024-12-01,11,1,5,176381.82,265.59,-19,-8,1,1,0,9,E-commerce,North,4,27.42,Low
Company_033,2024-12-01,6,1,6,152706.46,103.4,13,-8,4,1,1,2,Retail,Central,22,51.11,Low
Company_034,2024-12-01,12,3,8,27776.8,47.67,-53,10,7,8,4,16,Retail,West,40,97.92,Low
Company_035,2024-12-01,7,2,5,140234.42,1100.42,4,-74,0,1,2,17,E-commerce,Central,27,12.43,Low
Company_036,2024-12-01,14,1,8,84186.02,50.68,-77,52,9,5,3,0,Healthcare,South,37,37.27,Low
Company_037,2024-12-01,7,0,3,171746.34,236.69,-26,5,6,1,5,17,Logistics,East,2,93.2,Medium
Company_038,2024-12-01,8,1,2,29825.82,75.98,-38,46,8,2,5,12,Retail,North,9,87.69,Low
Company_039,2024-12-01,13,3,5,98819.51,141.16,-57,-65,4,4,2,15,E-commerce,West,11,39.43,Low
Company_040,2024-12-01,9,0,6,32659.66,69.95,-63,-84,2,6,2,13,Healthcare,East,20,69.9,Low
Company_041,2024-12-01,12,2,5,119027.58,72.51,-24,23,1,5,2,7,Finance,West,52,8.79,Low
Company_042,2024-12-01,11,3,6,38483.45,35.53,84,60,7,9,4,6,E-commerce,Central,43,71.25,Medium
Company_043,2024-12-01,8,4,7,137884.82,792.92,17,-73,2,4,0,12,Healthcare,West,39,97.29,Medium
Company_044,2024-12-01,10,3,2,184608.55,273.16,-15,58,6,5,3,10,Finance,West,58,53.75,Low
Company_045,2024-12-01,7,3,5,98783.61,126.03,10,66,9,2,2,10,Healthcare,Central,14,49.85,Low
Company_046,2024-12-01,9,4,5,147450.36,1146.28,54,77,3,7,2,5,Retail,Central,26,18.73,Medium
Company_047,2024-12-01,5,1,6,78670.38,117.85,1,-19,4,10,3,18,E-commerce,East,38,63.38,Low
Company_048,2024-12-01,12,1,3,64555.63,180.61,100,-38,5,6,2,12,Finance,North,30,59.04,Medium
Company_049,2024-12-01,9,3,4,112506.89,149.79,-7,-71,9,3,4,17,Healthcare,Central,36,65.19,Low
Company_050,2024-12-01,6,0,6,143483.79,104.67,-54,74,8,0,5,14,Finance,East,38,2.61,Medium
Company_051,2024-12-01,8,0,3,85503.68,49.52,81,-47,7,4,5,2,Logistics,West,35,54.87,Low
Company_052,2024-12-01,11,2,3,124241.5,88.29,4,72,7,2,5,9,E-commerce,West,55,59.49,Low
Company_053,2024-12-01,8,1,3,70433.65,36.06,-39,-36,10,2,5,13,Retail,South,6,20.75,Low
Company_054,2024-12-01,14,8,4,41925.37,26.98,-4,-82,7,9,3,18,Finance,Central,3,20.83,Low
Company_055,2024-12-01,11,5,2,39832.63,56.21,2,36,8,6,4,1,Healthcare,East,1,27.62,Low
Company_056,2024-12-01,9,5,6,91039.79,515.07,-8,79,8,9,5,2,Finance,East,58,71.17,Medium
Company_057,2024-12-01,13,6,10,40060.57,41.64,-73,96,3,10,5,11,Healthcare,North,53,60.63,Low
Company_058,2024-12-01,13,4,5,15078.71,41.98,-58,65,9,0,4,20,Finance,East,58,84.58,Low
Company_059,2024-12-01,13,3,4,90221.58,109.5,73,65,6,5,3,3,Retail,Central,18,29.57,Low
Company_060,2024-12-01,12,2,5,195227.83,278.97,-98,-75,4,3,4,16,Retail,East,23,91.21,Medium
Company_061,2024-12-01,11,1,11,5725.33,10.99,42,48,9,3,3,11,E-commerce,South,32,74.37,High
Company_062,2024-12-01,10,3,1,156204.86,134.33,0,18,10,9,5,16,Retail,West,29,39.5,Low
Company_063,2024-12-01,13,0,2,197242.4,302.6,-62,-12,0,7,0,9,Finance,West,23,9.53,Low
Company_064,2024-12-01,6,0,2,129938.49,151.59,6,-79,1,2,2,9,Finance,East,36,25.7,Medium
Company_065,2024-12-01,8,0,5,140490.04,154.21,-13,16,3,8,3,11,Retail,East,6,95.68,Medium
Company_066,2024-12-01,17,0,8,7976.64,16.64,21,-76,7,7,2,2,Logistics,East,17,31.04,Low
Company_067,2024-12-01,8,2,3,53346.83,28.69,-24,-89,1,0,2,20,Finance,East,18,32.99,Low
Company_068,2024-12-01,16,3,5,195708.72,98.4,-73,73,2,3,4,5,E-commerce,South,31,18.96,Medium
Company_069,2024-12-01,10,3,3,121255.62,66.04,41,-60,5,8,3,14,Logistics,Central,6,80.69,Low
Company_070,2024-12-01,8,2,7,88149.18,80.28,-41,3,10,2,1,20,Retail,South,34,27.56,Low
Company_071,2024-12-01,13,2,9,23659.57,12.9,68,10,6,0,5,19,Healthcare,South,44,33.03,Low
Company_072,2024-12-01,5,0,11,58510.46,71.64,-50,15,9,6,3,0,Finance,South,44,41.43,Low
Company_073,2024-12-01,9,3,2,57644.86,37.23,80,-46,3,4,5,2,Healthcare,West,27,43.37,Low
Company_074,2024-12-01,14,2,3,83563.56,45.94,47,-74,8,2,2,10,E-commerce,South,36,41.13,Low
Company_075,2024-12-01,12,0,6,53724.16,41.37,-50,17,1,4,5,15,Logistics,East,48,50.37,Low
Company_076,2024-12-01,14,3,1,36414.5,18.28,35,63,5,9,3,19,Healthcare,South,52,81.45,Medium
Company_077,2024-12-01,6,0,3,84803.67,138.13,0,50,1,5,2,14,E-commerce,East,42,81.93,High
Company_078,2024-12-01,10,3,4,145127.73,310.91,58,-56,10,4,4,18,Healthcare,Central,25,79.83,Medium
Company_079,2024-12-01,7,3,4,85358.25,714.63,-79,72,2,5,0,7,Healthcare,West,10,10.11,Low
Company_080,2024-12-01,10,4,5,68473.15,207.37,-22,-71,2,5,5,4,E-commerce,Central,39,79.97,Medium
Company_081,2024-12-01,12,1,3,41671.42,47.11,30,-1,6,9,1,18,Finance,Central,46,12.03,Low
Company_082,2024-12-01,11,3,7,103362.1,68.87,-2,8,2,7,5,17,Healthcare,West,39,12.47,Low
Company_083,2024-12-01,10,3,9,80763.57,46.46,77,65,2,8,1,15,E-commerce,East,12,94.79,Low
Company_084,2024-12-01,12,3,6,22516.02,18.73,-27,-65,2,5,3,19,Healthcare,East,11,81.94,Low
Company_085,2024-12-01,11,1,2,24700.51,19.94,-87,-9,0,7,1,6,Finance,East,49,55.24,Low
Company_086,2024-12-01,7,1,2,107015.84,59.38,-2,43,8,10,3,13,E-commerce,West,43,87.5,Medium
Company_087,2024-12-01,13,1,5,155710.42,219.0,75,25,6,7,3,5,Healthcare,South,53,98.94,High
Company_088,2024-12-01,8,0,3,32427.4,22.4,-79,44,0,3,2,1,Retail,North,3,61.06,Low
Company_089,2024-12-01,9,3,8,28967.68,64.95,-30,-43,8,4,1,14,Finance,South,51,61.29,Low
Company_090,2024-12-01,9,5,3,198596.78,666.42,44,90,7,8,4,3,Healthcare,South,22,75.44,Medium
Company_091,2024-12-01,8,2,4,103098.32,86.69,46,-71,4,8,2,17,Logistics,Central,4,23.21,Low
Company_092,2024-12-01,15,6,4,13751.8,7.46,93,-90,7,8,1,13,E-commerce,North,8,16.71,Low
Company_093,2024-12-01,10,1,6,7487.51,5.33,-74,88,10,3,2,1,Healthcare,East,14,75.96,Low
Company_094,2024-12-01,9,0,1,185306.97,687.89,15,-33,5,1,3,3,Finance,South,20,34.49,Low
Company_095,2024-12-01,5,0,3,146349.82,103.7,98,-40,3,9,5,11,Finance,West,24,13.51,Low
Company_096,2024-12-01,8,3,1,67805.71,57.55,81,56,10,6,1,19,Logistics,South,14,31.49,Low
Company_097,2024-12-01,9,2,8,99164.42,94.22,-65,100,3,3,0,18,Logistics,East,28,35.86,Low
Company_098,2024-12-01,13,2,5,196110.13,239.82,-11,36,4,9,4,5,Healthcare,South,16,96.52,Medium
Company_099,2024-12-01,7,1,7,173467.48,110.21,-18,80,4,4,4,8,Retail,Central,32,69.8,Medium
Company_100,2024-12-01,16,0,7,106302.86,114.48,31,73,1,2,3,1,Finance,Central,47,53.09,High
Company_001,2025-01-01,12,2,3,113092.91,163.65,-30,67,2,2,1,4,Retail,South,12,96.89,Medium
Company_002,2025-01-01,12,6,1,140818.9,179.78,82,-18,3,10,3,15,Retail,Central,16,90.31,Low
Company_003,2025-01-01,16,0,5,186729.11,101.96,-64,47,10,4,5,13,Healthcare,West,52,51.2,Medium
Company_004,2025-01-01,10,6,5,15193.89,27.92,-4,15,1,10,0,12,E-commerce,North,19,90.57,Low
Company_005,2025-01-01,4,0,4,199413.15,226.65,31,91,4,5,3,15,E-commerce,South,5,40.43,Medium
Company_006,2025-01-01,8,3,4,66677.01,34.13,-17,48,0,1,5,14,E-commerce,West,12,23.04,Low
Company_007,2025-01-01,7,2,4,117232.15,61.58,62,70,5,1,4,12,Logistics,West,29,23.27,Low
Company_008,2025-01-01,14,3,6,30703.02,17.26,-45,9,3,7,2,10,Finance,West,5,66.23,Low
Company_009,2025-01-01,13,3,5,82812.89,42.23,-28,-14,8,9,1,18,Logistics,East,42,50.11,Low
Company_010,2025-01-01,7,2,5,117399.08,73.63,24,-13,10,0,0,3,Finance,South,58,65.9,Low
Company_011,2025-01-01,8,1,6,97752.73,79.77,60,100,7,0,0,5,Finance,South,17,68.61,Low
Company_012,2025-01-01,10,1,8,133889.9,197.0,12,16,0,6,1,4,Finance,South,47,2.23,Medium
Company_013,2025-01-01,10,1,6,101734.72,267.9,66,-23,2,4,0,20,Healthcare,North,8,5.4,Low
Company_014,2025-01-01,11,2,6,57827.3,33.66,-8,-36,1,5,5,20,E-commerce,West,40,53.27,Low
Company_015,2025-01-01,8,2,6,5010.3,2.62,-58,-87,6,10,2,7,Logistics,South,40,19.1,Low
Company_016,2025-01-01,5,1,5,138955.73,87.16,9,67,1,1,0,6,Logistics,Central,30,63.25,Low
Company_017,2025-01-01,16,6,3,56943.64,31.57,22,-81,2,9,1,16,Healthcare,East,10,55.22,Low
Company_018,2025-01-01,16,2,5,24603.42,24.18,74,13,0,0,5,10,Finance,North,20,58.58,Low
Company_019,2025-01-01,12,1,5,128539.38,240.42,-70,8,2,7,0,7,E-commerce,East,45,30.25,Medium
Company_020,2025-01-01,8,4,6,62805.94,105.33,-2,-78,1,1,2,11,Retail,West,16,63.98,Low
Company_021,2025-01-01,6,0,4,20558.88,23.77,-24,-65,6,2,5,4,Retail,Central,41,82.95,Medium
Company_022,2025-01-01,16,4,6,189997.46,105.01,-83,35,9,0,4,20,Healthcare,West,16,99.81,Low
Company_023,2025-01-01,16,4,4,73514.41,129.77,-58,12,5,3,5,4,E-commerce,South,42,83.84,Medium
Company_024,2025-01-01,8,2,7,188748.68,123.98,5,57,10,7,1,2,Retail,East,3,55.75,Low
Company_025,2025-01-01,7,1,6,136430.27,123.36,-75,-65,1,9,5,12,Retail,Central,23,19.34,Low
Company_026,2025-01-01,11,3,5,106416.12,63.76,-11,9,5,2,1,8,Logistics,East,22,68.14,Low
Company_027,2025-01-01,9,0,4,175358.6,888.65,65,-79,3,8,4,19,E-commerce,North,57,93.77,High
Company_028,2025-01-01,7,2,7,112083.08,58.97,84,55,4,0,5,9,Retail,Central,28,21.19,Low
Company_029,2025-01-01,12,4,2,114179.15,179.3,-48,32,9,8,1,12,Logistics,North,46,25.6,Low
Company_030,2025-01-01,6,2,4,18819.98,15.47,-25,65,0,3,3,12,E-commerce,Central,45,14.9,Low
Company_031,2025-01-01,8,2,8,141722.52,229.79,-72,-39,7,10,4,2,Finance,South,36,73.67,Medium
Company_032,2025-01-01,8,3,3,194261.8,134.31,35,-97,5,5,1,12,E-commerce,East,4,40.66,Low
Company_033,2025-01-01,8,3,7,148450.32,148.5,45,7,5,8,5,5,Healthcare,East,38,6.27,Low
Company_034,2025-01-01,10,2,6,61788.55,49.52,95,20,1,0,4,2,Logistics,West,24,87.49,Low
Company_035,2025-01-01,11,3,2,131178.68,137.31,-97,-33,3,0,0,12,Finance,Central,19,55.77,Low
Company_036,2025-01-01,10,1,5,61201.33,168.78,29,-27,10,8,3,13,Logistics,Central,11,33.11,Low
Company_037,2025-01-01,10,0,8,94833.57,53.07,79,2,1,10,4,17,Logistics,North,40,34.4,Low
Company_038,2025-01-01,17,6,4,41412.93,57.15,57,-61,4,1,2,2,Retail,Central,46,29.03,Low
Company_039,2025-01-01,8,1,6,103427.09,73.39,30,-48,2,8,2,12,E-commerce,East,40,45.55,Low
Company_040,2025-01-01,11,1,6,16993.62,113.21,50,62,10,10,5,2,Logistics,Central,46,33.7,High
Company_041,2025-01-01,9,5,4,84280.72,113.36,-21,78,6,3,0,7,Logistics,West,55,54.79,Low
Company_042,2025-01-01,13,2,4,8738.72,5.61,-78,11,1,7,4,19,Healthcare,West,39,77.35,Medium
Company_043,2025-01-01,6,2,5,196624.21,113.82,-86,-21,10,10,5,5,Healthcare,East,53,67.45,Low
Company_044,2025-01-01,12,4,4,80166.73,223.57,-70,-97,2,0,1,15,Healthcare,East,18,29.45,Low
Company_045,2025-01-01,12,2,2,99300.64,96.69,-12,33,8,4,1,11,Logistics,East,12,52.87,Low
Company_046,2025-01-01,8,0,3,53612.59,109.74,-68,91,4,1,0,10,Finance,Central,14,84.01,Medium
Company_047,2025-01-01,10,3,3,64561.62,42.98,9,-31,8,1,2,18,E-commerce,Central,47,6.82,Low
Company_048,2025-01-01,3,0,5,103941.85,150.34,60,-81,7,7,4,11,Logistics,South,18,7.83,Low
Company_049,2025-01-01,10,4,6,170077.4,192.73,-86,27,9,2,2,5,Retail,North,44,55.62,Low
Company_050,2025-01-01,10,3,5,92926.21,126.05,-35,97,1,9,5,3,Finance,Central,42,63.91,Low
Company_051,2025-01-01,10,3,3,145099.73,93.51,-42,89,8,0,0,0,Finance,South,12,21.14,Low
Company_052,2025-01-01,10,1,3,157672.16,104.75,-38,-89,7,5,3,4,E-commerce,South,40,74.52,High
Company_053,2025-01-01,11,2,3,139152.75,87.23,-55,-91,8,10,3,7,Finance,West,27,64.63,Low
Company_054,2025-01-01,8,0,5,117226.44,63.22,-18,-37,6,5,2,2,E-commerce,Central,6,92.33,Low
Company_055,2025-01-01,7,1,8,140649.95,74.86,46,-5,1,8,5,1,Finance,South,24,16.9,Low
Company_056,2025-01-01,10,4,2,56586.53,53.77,-55,-43,8,0,3,2,E-commerce,West,51,75.14,Low
Company_057,2025-01-01,11,1,9,156573.92,81.7,19,-28,4,5,0,17,Healthcare,North,33,8.36,Low
Company_058,2025-01-01,12,6,8,84822.26,47.23,16,-98,5,3,2,18,Healthcare,West,45,56.53,Low
Company_059,2025-01-01,5,0,7,120263.6,116.49,100,-23,9,3,3,11,Finance,North,54,55.19,Medium
Company_060,2025-01-01,14,4,5,88425.57,203.23,51,26,3,8,1,4,Finance,East,16,38.84,Low
Company_061,2025-01-01,15,8,2,77587.83,53.31,-99,4,0,3,4,11,E-commerce,East,50,84.46,Low
Company_062,2025-01-01,10,2,6,163313.03,112.48,62,77,0,5,0,12,E-commerce,West,12,0.44,Low
Company_063,2025-01-01,12,2,2,113884.97,61.93,88,86,4,1,1,16,Logistics,East,31,52.02,Medium
Company_064,2025-01-01,9,2,4,10760.68,12.01,-40,7,7,0,1,8,Healthcare,Central,57,21.72,Low
Company_065,2025-01-01,8,1,6,5608.72,8.74,-77,-89,3,8,3,11,Logistics,West,37,74.35,Medium
Company_066,2025-01-01,5,2,1,133960.93,218.09,17,91,1,9,0,16,Logistics,South,53,4.31,Low
Company_067,2025-01-01,7,5,4,149652.26,98.1,-66,63,6,1,4,18,Retail,Central,13,83.16,Low
Company_068,2025-01-01,12,4,5,17992.46,9.21,-85,11,10,2,1,9,E-commerce,West,58,83.81,Low
Company_069,2025-01-01,17,10,8,62210.99,540.19,-34,-20,6,5,2,14,Retail,North,8,83.29,Low
Company_070,2025-01-01,13,0,7,123417.0,126.01,-31,-41,1,3,1,18,Retail,East,38,15.26,Medium
Company_071,2025-01-01,14,2,4,6356.73,12.27,-73,-61,1,2,3,14,Logistics,East,3,63.04,Low
Company_072,2025-01-01,5,1,0,197049.96,111.85,-20,4,1,8,2,6,Retail,East,57,1.44,Low
Company_073,2025-01-01,8,2,2,152644.36,77.44,15,-22,7,4,0,2,E-commerce,West,58,84.8,Low
Company_074,2025-01-01,13,0,5,118723.06,238.2,-60,75,4,9,0,6,Logistics,Central,20,72.3,Medium
Company_075,2025-01-01,6,0,6,16083.91,8.21,-17,-63,1,3,2,12,E-commerce,North,58,53.12,Low
Company_076,2025-01-01,11,1,5,77538.98,45.57,31,-88,10,4,2,5,Finance,East,4,73.06,Low
Company_077,2025-01-01,13,5,7,67325.53,178.65,-93,3,7,8,5,17,Retail,Central,44,9.43,Low
Company_078,2025-01-01,8,1,2,152085.05,1689.9,-37,-76,7,1,1,3,Logistics,South,45,52.87,Medium
Company_079,2025-01-01,12,1,5,7821.78,27.69,-97,-85,3,2,1,12,Healthcare,South,2,29.13,Low
Company_080,2025-01-01,11,2,8,59642.2,388.33,-5,75,10,10,0,18,E-commerce,North,51,97.26,High
Company_081,2025-01-01,13,2,6,72189.57,70.68,50,-34,1,0,0,6,Retail,East,36,85.71,Medium
Company_082,2025-01-01,10,3,5,96747.64,119.97,65,13,2,1,2,3,E-commerce,South,23,73.33,Low
Company_083,2025-01-01,9,4,3,178285.32,362.03,-90,18,0,2,4,13,E-commerce,Central,45,93.37,Medium
Company_084,2025-01-01,13,6,4,10549.19,8.26,85,1,7,0,3,13,Finance,Central,19,34.68,Low
Company_085,2025-01-01,5,1,5,8599.0,7.72,-56,-10,3,2,2,8,E-commerce,South,40,90.09,Low
Company_086,2025-01-01,7,1,5,67044.17,117.61,14,-62,0,9,4,19,Finance,East,8,32.52,Low
Company_087,2025-01-01,19,11,2,119637.71,116.41,-38,65,4,7,3,17,Finance,North,16,73.28,Low
Company_088,2025-01-01,14,3,3,65478.71,70.4,22,-85,1,4,3,4,Finance,East,58,73.64,Low
Company_089,2025-01-01,9,2,6,26084.05,29.5,7,-49,10,8,1,20,Retail,West,43,1.83,Low
Company_090,2025-01-01,5,1,5,169897.13,93.0,39,-96,6,5,3,17,E-commerce,South,18,36.11,Low
Company_091,2025-01-01,13,2,6,143308.04,131.76,100,24,5,9,4,10,E-commerce,West,36,1.94,Medium
Company_092,2025-01-01,10,1,2,52250.57,60.94,-1,-31,2,0,2,19,Finance,South,24,99.71,Low
Company_093,2025-01-01,7,0,5,172468.71,581.17,-44,-93,4,0,3,16,E-commerce,North,1,12.22,Low
Company_094,2025-01-01,11,5,7,19107.96,12.07,-9,96,9,3,1,3,E-commerce,East,1,54.28,Low
Company_095,2025-01-01,9,4,7,105048.54,64.16,-37,68,3,4,4,1,Finance,East,46,79.06,Low
Company_096,2025-01-01,12,5,7,150373.1,145.23,95,-44,9,6,2,5,Healthcare,South,36,20.13,Low
Company_097,2025-01-01,11,3,4,123984.82,353.99,-55,-40,9,5,5,11,Healthcare,Central,11,48.51,Low
Company_098,2025-01-01,7,0,5,157284.24,93.13,51,-93,5,9,4,4,Finance,West,18,60.74,Low
Company_099,2025-01-01,8,3,6,72163.47,51.44,44,-52,7,8,2,5,Retail,East,16,16.02,Low
Company_100,2025-01-01,20,3,9,107178.67,103.57,25,-91,1,0,1,19,E-commerce,East,17,77.86,Medium
Company_001,2025-02-01,15,4,7,14753.67,14.75,-44,-95,8,7,0,10,E-commerce,South,24,29.93,Low
Company_002,2025-02-01,9,1,3,67760.09,127.7,57,-49,2,5,5,5,Healthcare,Central,34,21.1,Medium
Company_003,2025-02-01,6,1,1,10137.73,6.8,-18,-85,0,2,4,4,Finance,West,4,55.83,Low
Company_004,2025-02-01,8,2,3,91285.81,69.6,98,-72,8,5,0,11,Retail,Central,35,41.03,Low
Company_005,2025-02-01,10,2,5,178961.84,1626.53,80,69,6,9,0,10,Finance,Central,15,92.03,Medium
Company_006,2025-02-01,12,0,7,190849.19,109.84,-23,-18,2,2,5,13,Healthcare,South,2,88.01,Medium
Company_007,2025-02-01,8,0,6,191858.98,843.44,63,24,10,5,1,17,Healthcare,Central,56,48.34,Medium
Company_008,2025-02-01,7,2,9,165626.24,195.04,77,57,5,3,5,18,E-commerce,West,51,35.93,Medium
Company_009,2025-02-01,10,2,5,141536.71,126.59,-56,-4,4,4,1,5,Logistics,North,31,32.55,Low
Company_010,2025-02-01,11,0,9,72913.55,90.06,86,-100,9,6,4,1,Retail,North,9,26.76,Low
Company_011,2025-02-01,14,4,9,76820.52,101.1,-54,54,5,9,1,20,Retail,West,10,54.45,Low
Company_012,2025-02-01,18,5,4,178833.51,105.01,44,-74,7,2,2,2,Logistics,South,53,80.5,Medium
Company_013,2025-02-01,14,5,3,176999.4,193.11,-40,-12,5,2,5,2,Healthcare,East,25,31.08,Low
Company_014,2025-02-01,11,1,2,155502.07,88.54,81,71,10,5,3,0,Finance,South,51,19.01,Medium
Company_015,2025-02-01,11,4,4,160744.04,306.51,-33,-47,3,1,2,8,Retail,West,5,47.55,Low
Company_016,2025-02-01,12,3,4,196498.7,826.73,-73,84,0,0,3,14,Logistics,Central,14,6.9,Low
Company_017,2025-02-01,11,5,5,43107.4,600.79,87,7,2,6,3,12,E-commerce,North,42,70.13,Medium
Company_018,2025-02-01,7,3,5,171211.24,112.25,-11,39,6,1,3,18,E-commerce,Central,48,51.84,Low
Company_019,2025-02-01,11,4,3,107695.24,115.74,66,94,10,3,1,14,Healthcare,South,38,49.64,Medium
Company_020,2025-02-01,14,3,5,143429.61,1000.64,-82,-92,4,0,2,8,Retail,West,57,30.04,Low
Company_021,2025-02-01,9,3,6,46717.09,761.89,-74,-82,5,2,3,5,Finance,North,40,90.47,Medium
Company_022,2025-02-01,8,1,5,144644.89,200.44,87,-81,8,1,2,19,Retail,West,2,9.05,Low
Company_023,2025-02-01,13,2,4,168261.8,933.47,57,23,0,6,5,5,E-commerce,North,18,86.98,Medium
Company_024,2025-02-01,5,2,7,88800.35,87.63,55,11,2,0,0,10,Retail,North,29,37.67,Low
Company_025,2025-02-01,6,1,3,54808.51,52.8,-48,-52,6,8,5,17,E-commerce,North,53,88.06,Medium
Company_026,2025-02-01,10,4,6,127042.39,79.53,-33,69,4,4,1,3,Logistics,South,53,72.88,Low
Company_027,2025-02-01,8,1,4,194057.67,1547.07,-88,0,9,8,3,4,Logistics,West,53,10.42,Medium
Company_028,2025-02-01,13,2,5,186771.54,239.34,-87,-8,0,6,0,9,E-commerce,East,20,83.15,Medium
Company_029,2025-02-01,4,0,4,167718.57,222.57,69,60,9,7,1,3,Finance,East,8,68.22,Medium
Company_030,2025-02-01,11,3,7,6115.58,4.63,-94,-48,2,10,2,2,Finance,East,59,3.23,Low
Company_031,2025-02-01,14,5,3,151279.3,322.72,21,-71,4,6,3,15,Retail,West,37,13.37,Low
Company_032,2025-02-01,14,5,5,10032.4,112.04,69,-33,1,10,4,12,E-commerce,Central,49,63.56,Low
